ID	DOCULECT	CONCEPT	TRANSCRIPTION
23183	Zotung-A	name	miŋ
23184	HakhaHakhaTown-A	name	min
23185	Mara-A	name	mei
23186	Zophei-A	name	miŋ
23187	ThaiphumRengKheng-A	name	[ʔɑ] min
17738	TaungthaWethet-T-1	navel	lɑi.mɔŋ
17739	TaungthaThanpuya-T-2	navel	mɔŋ.lɑ
17740	TaungthaKyarOoYin-T-3	navel	lɑi.mɔŋ
17741	TaungthaYeShin-T-4	navel	lɑi.ri
17742	MaraNgaphaipi-T-6	navel	pə.lɛʔ.kʰu
17743	MaraLailenpi-T-5	navel	pə.lɛʔ.ri
17744	ThaiphumRengkheng-T-7	navel	nɑi.no
17745	BawmBahungTaung-T-8	navel	lɑi
17746	AshoKokanTan-A-1	navel	mlɛ
17747	AshoPadekyawt-A-2	navel	ŋ.mlɛ
17748	AshoPadar-A-3	navel	mlɛ
17749	AshoSalu-A-4	navel	ʔɑ.m̥lɛ
17750	AshoTarye-A-5	navel	m̥lɛ
17751	AshoKankawTaung-A-6	navel	ml̥ɑi.kʰo
17752	AshoJatetaw-A-7	navel	ʔɑ.m̥lɑi
17753	AshoShinsawPyin-A-8	navel	ʔɑ.m̥lɑi
17754	AshoKhamaungShaeTaing-A-9	navel	ʔɑ.ml̥ɛ
17755	AshoSaryeKwin-A-10	navel	m̥lɑi
17756	AshoLinde-A-11	navel	ʔɑ.ml̥ɛ
17757	AshoTayPhyu-A-13	navel	m̥lɑi
17758	TaungthaMie-U-1	navel	lɑ.li
17759	UppuBuddhagarma-U-2	navel	k.mlɑi
17760	UppuKhaingzi-U-3	navel	m.ɬɑi
17761	UppuChinLetmon-U-4	navel	m.lɑi.tuŋ
17762	UppuKyinDwe-U-5	navel	m.lɑi.tuŋ
17763	UppuYan-U-6	navel	ŋ.ɬɑi
17764	UppuNatkyi-U-7	navel	ɬɑi
17765	MayinnOwnwa-U-9	navel	ŋ.ɬɑi
17766	LonpawKhoimalaung-U-9	navel	ɬɑi.tɔ
17767	MinkyaChi-U-10	navel	k.ɬɑi
17768	DoituHetsawlay-U-11	navel	ɬɑi
17769	LaituKhuasung-U-12	navel	ʔ.ɬɑi
17770	LaituZaingchaung-U-13	navel	ɬɑi
17771	LaituKruChaung-U-14	navel	ʔ.ɬɑi
17772	EkaiDaletYwaHaung-D-1	navel	ɑ.hlɑi
17773	KhulaiAyeChaungKwanwa-D-5	navel	ɑ.hlɑi
17774	DaituNyaungChaungYwa-D-4	navel	ɑ.hlɑi
17775	KhamawLakeKone-D-2	navel	ɑ.hlɑi
17776	SaingbongAyoTaung-D-3	navel	mɑ.hlɑi
17777	SaingbongAnnChaungYonChaung-A	navel	ŋmɑ.hlɑi
17778	UppuKhaici-A	navel	ᵐɬɑi
17779	LaisawThuHtayKung-A	navel	nɑŋ.lɑi
17780	LaisawMraukUTown-A	navel	ɱ.lɑi
17781	HyowKongtuBoroKukyachariinRajasthali-A	navel	ihil
17782	HyowLaituGhungurumukParainBandarban-A	navel	hɪlhlo
17783	SonglaiHettui8KarchaungHettui-A	navel	ɬɑi
17784	SonglaiMaungUmSong1MaungUmSong-A	navel	ɬɑi
17785	SonglaiLai2PyinLoneKyiLai-A	navel	ɬɑi
17786	SonglaiDoitu9MaungYwaDoitu-A	navel	ɬɑi
17787	LaituKongtuHteinpin-A	navel	[ʔɑ] ɬɑi
17788	LaituSangkai-A	navel	ɬɑi
17789	LaituKaikyi-A	navel	ɬɑi
17790	Laitu-A	navel	ɬɑi
17791	LaituAhongdong-A	navel	ɬɑi
17792	LaituNyuanNetKhwahsung-A	navel	ɬɑi
17793	LaituPharpyaw-A	navel	(ʔɑ) ɬɑi
17794	LaituPheithapyin-A	navel	(ʔɑ) ɬɑi
17795	SumtuDookkan-A	navel	ᵐɬɑi
17796	NggaKantthayung-A	navel	k.pʰɣɑ.lum
17797	NggaHlaLawngPang-A	navel	k.pʰɣɑ.lum
17798	KaangKruk-A	navel	lɑi
17799	ChangpyangChangPyang-A	navel	lum.lɑi
17800	DaaiTuisip-A	navel	lum.lɑi
17801	DaaiAmsoi-A	navel	lum.lɑi
17802	DaaiKalim-A	navel	lum.lɑi
17803	DaaiKaangKhinphong-A	navel	lɑi
17804	DaaiLowerKheng-A	navel	lɑi
17805	DaaiMartu-A	navel	lɑi
17806	DaaiRung-A	navel	lum.ləi
17807	DaaiLingtuiLungtui-A	navel	lum.lɛ
17808	DaaiAwisi-A	navel	lum.lɔi
17809	DaaiNgxang5HungNghang-A	navel	k.kʰɑi
17810	DaaiNgxang6KhengsanuNghang-A	navel	k.pʰiɑi
17811	DaaiNgxang7HmungtunuNghang-A	navel	k.pʰlɑi
17812	DaaiYet3BuchaungwaYet-A	navel	k.pʰɑi
17813	DaaiYetHettui4MawsungkyiYet-A	navel	pʰɑi
17814	DaarYinduLontung-A	navel	pʰʲɑi lum
17815	DaarYinduMsatui-A	navel	pʰʲɑi lum
17816	DaaiTuili-A	navel	lɑi
17817	DaaiMkuiimnu-A	navel	pʰɑi
17818	DaaiBantoi-A	navel	lɑi
17819	DaaiDuk-A	navel	lɑi
17820	DaaiNghngiloor-A	navel	pʰˠɑi sɔŋ
17821	RawngtuWeilong-A	navel	lɑi
17822	RawngtuKyawnNam-A	navel	lum.lɑi
17823	RawngtuBoishi-A	navel	lum.lɑi
17824	RawngtuRamtim-A	navel	lum.lɑi
17825	MatuPhaneng-A	navel	ɓɔk.lɑi
17826	MroKhimiAreong10KyaGaungvillageMrokhami-A	navel	lum.lɛ
17827	AreongKuwa-A	navel	lɛ.luŋ
17828	AreongKhuHlaing-A	navel	lɛ.luŋ
17829	xenaAgYa-A	navel	lɛ.luŋ
17830	XangtauNgaYoukKaing-A	navel	lɛ.luŋ
17831	WakungAwaPyin-A	navel	lɛ.luŋ
17832	WakungMarlar-A	navel	lɛ.luŋ
17833	WakungMyaTay-A	navel	lɛ.luŋ
17834	WakungKwaeChaung-A	navel	lɛ.luŋ
17835	WakungLwinpuTaung-A	navel	lɛ.luŋ
17836	MrusaDakKthiHl-A	navel	moŋ
17837	AsangLamoitong-A	navel	lai.luŋ
17838	Zotung-A	navel	lei.rui
17839	HakhaHakhaTown-A	navel	lɑi
17840	Mara-A	navel	pɑ.le
17841	Zophei-A	navel	pə.lɑi
17302	TaungthaWethet-T-1	neck	ŋo
17303	TaungthaThanpuya-T-2	neck	loʔ
17304	TaungthaKyarOoYin-T-3	neck	ŋo
17305	TaungthaYeShin-T-4	neck	ɓɑm
17306	MaraNgaphaipi-T-6	neck	ʔɑ.r̥o
17307	MaraLailenpi-T-5	neck	ʔɑ.r̥ɔ
17308	ThaiphumRengkheng-T-7	neck	lɔ.hɯn
17309	BawmBahungTaung-T-8	neck	ŋɔŋ
17310	AshoKokanTan-A-1	neck	l̥ə.bən
17311	AshoPadekyawt-A-2	neck	l̥ɑ.bən
17312	AshoPadar-A-3	neck	l̥ə.buŋ
17313	AshoSalu-A-4	neck	l̥ə.ko/l̥ə.bɯn
17314	AshoTarye-A-5	neck	l̥ə.bɯŋ
17315	AshoKankawTaung-A-6	neck	l̥ə.buŋ
17316	AshoJatetaw-A-7	neck	l̥ə.bən
17317	AshoShinsawPyin-A-8	neck	l̥ə.ko
17318	AshoKhamaungShaeTaing-A-9	neck	l̥ə.bɯŋ
17319	AshoSaryeKwin-A-10	neck	l̥ə.ko
17320	AshoLinde-A-11	neck	mə.lə.bɯŋ
17321	AshoTayPhyu-A-13	neck	lə.ko
17322	TaungthaMie-U-1	neck	ŋə
17323	UppuBuddhagarma-U-2	neck	k.hɔ
17324	UppuKhaingzi-U-3	neck	n.hɔ
17325	UppuChinLetmon-U-4	neck	lu
17326	UppuKyinDwe-U-5	neck	ʔ.hɔ
17327	UppuYan-U-6	neck	huɑ
17328	UppuNatkyi-U-7	neck	hɔ
17329	MayinnOwnwa-U-9	neck	l.ɡo
17330	LonpawKhoimalaung-U-9	neck	l.ɡo
17331	MinkyaChi-U-10	neck	k.lo.ko
17332	DoituHetsawlay-U-11	neck	ne.ɳɑ/ɳɑ.bɯn
17333	LaituKhuasung-U-12	neck	ɳɑ.bəŋ
17334	LaituZaingchaung-U-13	neck	ɳɑ.bɯn
17335	LaituKruChaung-U-14	neck	ʔ.hə.e
17336	EkaiDaletYwaHaung-D-1	neck	hɑ.bəŋ
17337	KhulaiAyeChaungKwanwa-D-5	neck	hɑu.bəŋ
17338	DaituNyaungChaungYwa-D-4	neck	hɑu.kʰoŋ
17339	KhamawLakeKone-D-2	neck	hɑu.bəŋ
17340	SaingbongAyoTaung-D-3	neck	hlə.bəŋ
17341	SaingbongAnnChaungYonChaung-A	neck	ɬɑ.bə
17342	UppuKhaici-A	neck	hɔʔ
17343	LaisawThuHtayKung-A	neck	nɑ.hɔ.lei
17344	LaisawMraukUTown-A	neck	hɔ.lei
17345	HyowKongtuBoroKukyachariinRajasthali-A	neck	ɔbɔu̯
17346	HyowLaituGhungurumukParainBandarban-A	neck	hou̯huo̯
17347	SonglaiHettui8KarchaungHettui-A	neck	hŋɨ ŋ.ʔɒ
17348	SonglaiMaungUmSong1MaungUmSong-A	neck	lɔm.sɑŋ
17349	SonglaiLai2PyinLoneKyiLai-A	neck	hũɑ.ɓəŋ
17350	SonglaiDoitu9MaungYwaDoitu-A	neck	ɳ̥ɑ.ɓəŋ
17351	LaituKongtuHteinpin-A	neck	ɲ̥ɔ.ɓəŋ
17352	LaituSangkai-A	neck	ɲ̥ɑ.ɓəŋ
17353	LaituKaikyi-A	neck	lə.ᵐsɑŋ
17354	Laitu-A	neck	həʔ.bəŋ
17355	LaituAhongdong-A	neck	hɔ.ʔɛk
17356	LaituNyuanNetKhwahsung-A	neck	hɔ̃/ŋ̥ɔ ʔɛk
17357	LaituPharpyaw-A	neck	lɔ.ᵐsɑŋ (front), hɔ̃.ʔɛk (back)
17358	LaituPheithapyin-A	neck	(ʔɑ) hɔ̃.ʔɛk
17359	SumtuDookkan-A	neck	ɲ̥ə.bɨŋ
17360	NggaKantthayung-A	neck	lɔk ʔɔ
17361	NggaHlaLawngPang-A	neck	lɔk ʔɔ
17362	KaangKruk-A	neck	ŋ̥ɨi ʔɔ
17363	ChangpyangChangPyang-A	neck	ɣuɑŋ
17364	DaaiTuisip-A	neck	hɔːŋ
17365	DaaiAmsoi-A	neck	hɔːŋ
17366	DaaiKalim-A	neck	ʔɔiʔ.lɔ
17367	DaaiKaangKhinphong-A	neck	hɨ̃i.ʔɔ
17368	DaaiLowerKheng-A	neck	k.hɨ̃ k.ɔ
17369	DaaiMartu-A	neck	k.hɨ̃ (back part) k.ɔ (front part/throat
17370	DaaiRung-A	neck	ʔɑ ŋ.hɨ̃
17371	DaaiLingtuiLungtui-A	neck	ŋ.hɨ̃
17372	DaaiAwisi-A	neck	hɨ̃
17373	DaaiNgxang5HungNghang-A	neck	k.ʔo
17374	DaaiNgxang6KhengsanuNghang-A	neck	ŋ.hŋɑ.ɓəŋ
17375	DaaiNgxang7HmungtunuNghang-A	neck	ŋ.hŋɑ.ɓəŋ
17376	DaaiYet3BuchaungwaYet-A	neck	k.ʔo
17377	DaaiYetHettui4MawsungkyiYet-A	neck	k.ʔo
17378	DaarYinduLontung-A	neck	lɔk ʔo
17379	DaarYinduMsatui-A	neck	lɔk ʔɔ
17380	DaaiTuili-A	neck	k.ɔ
17381	DaaiMkuiimnu-A	neck	k.o
17382	DaaiBantoi-A	neck	ᵑhɨ̃
17383	DaaiDuk-A	neck	ʔɔ
17384	DaaiNghngiloor-A	neck	ᵑhɨ̃ sʰɨm
17385	RawngtuWeilong-A	neck	rɔn
17386	RawngtuKyawnNam-A	neck	rɔn.ɗuŋ
17387	RawngtuBoishi-A	neck	rɔn
17388	RawngtuRamtim-A	neck	rɔn
17389	MatuPhaneng-A	neck	ɣɔl
17390	MroKhimiAreong10KyaGaungvillageMrokhami-A	neck	ŋ.hɨ̃
17391	AreongKuwa-A	neck	tɑ.ɔŋ.jɑŋ
17392	AreongKhuHlaing-A	neck	ʔɑ.tɑ ʔɔ.li.jɑŋ
17393	xenaAgYa-A	neck	tɑ.ɔŋ.jɑŋ
17394	XangtauNgaYoukKaing-A	neck	tɑ.ɔŋ.jɑŋ
17395	WakungAwaPyin-A	neck	ʔɑ.tɑ ʔɔ.li.jɑŋ
17396	WakungMarlar-A	neck	tɑ.ɔŋ.jɑŋ
17397	WakungMyaTay-A	neck	ʔɑ.te.jɑŋ
17398	WakungKwaeChaung-A	neck	ʔɑ.tɑ ʔɔ.li.jɑŋ
17399	WakungLwinpuTaung-A	neck	ʔɑ.tɑ ʔɔ.li.jɑŋ
17400	MrusaDakKthiHl-A	neck	ʔɑ.kə.du
17401	AsangLamoitong-A	neck	t̪ə.n̥oŋ
17402	Zotung-A	neck	ŋei
17403	HakhaHakhaTown-A	neck	hŋɔŋ
17404	Mara-A	neck	ro
17405	Zophei-A	neck	rɔn
25179	TaungthaWethet-T-1	needle	prɯn
25180	TaungthaThanpuya-T-2	needle	pɯm
25181	TaungthaKyarOoYin-T-3	needle	prɯn
25182	TaungthaYeShin-T-4	needle	prum
25183	MaraNgaphaipi-T-6	needle	tʃi.pʰe
25184	MaraLailenpi-T-5	needle	tʃɑ.pʰɑi
25185	ThaiphumRengkheng-T-7	needle	pʰɯn.vɑŋ
25186	BawmBahungTaung-T-8	needle	tʰrim
25187	AshoKokanTan-A-1	needle	pʰjɛŋ
25188	AshoPadekyawt-A-2	needle	pʰjɛŋ
25189	AshoPadar-A-3	needle	pʰjɛŋ
25190	AshoSalu-A-4	needle	ʔɑ.pʰjɑŋ
25191	AshoTarye-A-5	needle	pʰjɛŋ
25192	AshoKankawTaung-A-6	needle	ʔɑ.pʰɛn
25193	AshoJatetaw-A-7	needle	ʔɑ.pʰjɛn
25194	AshoShinsawPyin-A-8	needle	pʰjɛn
25195	AshoKhamaungShaeTaing-A-9	needle	pʰjɛn
25196	AshoSaryeKwin-A-10	needle	pʰɛn
25197	AshoLinde-A-11	needle	ʔɑ.pʰjɛŋ
25198	AshoTayPhyu-A-13	needle	pʰɛn
25199	TaungthaMie-U-1	needle	prɯn
25200	UppuBuddhagarma-U-2	needle	pʰʲɑ
25201	UppuKhaingzi-U-3	needle	pʰʲɑm
25202	UppuChinLetmon-U-4	needle	pʰʲɑm
25203	UppuKyinDwe-U-5	needle	pʰʲɑm
25204	UppuYan-U-6	needle	pʰʲɑm
25205	UppuNatkyi-U-7	needle	pʰeŋ
25206	MayinnOwnwa-U-9	needle	ʔ.pʰʲɑm
25207	LonpawKhoimalaung-U-9	needle	pʰʲɑŋ
25208	MinkyaChi-U-10	needle	pʰeŋ
25209	DoituHetsawlay-U-11	needle	pʰɛm
25210	LaituKhuasung-U-12	needle	pʰɛm
25211	LaituZaingchaung-U-13	needle	pʰɛm
25212	LaituKruChaung-U-14	needle	pʰɛm
25213	EkaiDaletYwaHaung-D-1	needle	pʰɛŋ
25214	KhulaiAyeChaungKwanwa-D-5	needle	pʰɛŋ
25215	DaituNyaungChaungYwa-D-4	needle	pʰɛŋ
25216	KhamawLakeKone-D-2	needle	pʰɛŋ
25217	SaingbongAyoTaung-D-3	needle	pʰɛŋ
25218	SaingbongAnnChaungYonChaung-A	needle	pʰɛŋ
25219	UppuKhaici-A	needle	pʰʲam
25220	LaisawThuHtayKung-A	needle	pʰɛ
25221	LaisawMraukUTown-A	needle	pʰɛ
25222	HyowKongtuBoroKukyachariinRajasthali-A	needle	ɔʔɔi̯
25223	HyowLaituGhungurumukParainBandarban-A	needle	ɔʔɔi̯
25224	SonglaiHettui8KarchaungHettui-A	needle	pʰɨɑm
25225	SonglaiMaungUmSong1MaungUmSong-A	needle	tʰi.pʰɛm
25226	SonglaiLai2PyinLoneKyiLai-A	needle	tʰi.pʰəm
25227	SonglaiDoitu9MaungYwaDoitu-A	needle	pʰɛm
25228	LaituKongtuHteinpin-A	needle	pʰɛm
25229	LaituSangkai-A	needle	(tʰi) pʰəm
25230	LaituKaikyi-A	needle	pʰɛm
25231	Laitu-A	needle	pʰɛm
25232	LaituAhongdong-A	needle	pʰɛːm
25233	LaituNyuanNetKhwahsung-A	needle	pʰɛm
25234	LaituPharpyaw-A	needle	pʰɛm
25235	LaituPheithapyin-A	needle	pʰɛm
25236	SumtuDookkan-A	needle	pʰɛm
25237	NggaKantthayung-A	needle	ŋ.pʰɣɨm
25238	NggaHlaLawngPang-A	needle	ŋ.pʰɣɨm
25239	KaangKruk-A	needle	(ʃi) prɨm
25240	ChangpyangChangPyang-A	needle	(sʰi) pʰɨm
25241	DaaiTuisip-A	needle	kɣɨm
25242	DaaiAmsoi-A	needle	tʰi k.plɨm
25243	DaaiKalim-A	needle	pʰrɨm
25244	DaaiKaangKhinphong-A	needle	pʲim
25245	DaaiLowerKheng-A	needle	pʲɨm
25246	DaaiMartu-A	needle	kɨm
25247	DaaiRung-A	needle	tʰikɣɨm
25248	DaaiLingtuiLungtui-A	needle	tʰɛŋ.kəm
25249	DaaiAwisi-A	needle	tʰi ŋ.qxɨm
25250	DaaiNgxang5HungNghang-A	needle	m.ɣɨm
25251	DaaiNgxang6KhengsanuNghang-A	needle	ŋ.pʲɨm
25252	DaaiNgxang7HmungtunuNghang-A	needle	ŋ.pɨm
25253	DaaiYet3BuchaungwaYet-A	needle	m.tʰi m.pɨm
25254	DaaiYetHettui4MawsungkyiYet-A	needle	m.tʰi m.pɨm
25255	DaarYinduLontung-A	needle	ᵑpʰˠɨm
25256	DaarYinduMsatui-A	needle	ᵑpʰˠɨm
25257	DaaiTuili-A	needle	ᵐpˠɨm
25258	DaaiMkuiimnu-A	needle	ᵐpɨm
25259	DaaiBantoi-A	needle	ᵑpˠɨm/ᵑpʲɨm
25260	DaaiDuk-A	needle	ᵑpˠɨm
25261	DaaiNghngiloor-A	needle	ᵐpˠɨm
25262	RawngtuWeilong-A	needle	(ʃi) pʰrɨm
